Species	Protein ID	Family	Genome/EST	Category
Arabidopsis thaliana	AT1G29570.1	C3H	Genome	TF
Arabidopsis thaliana	AT1G29600.1	C3H	Genome	TF
Arabidopsis thaliana	AT1G30460.1	C3H	Genome	TF
Arabidopsis thaliana	AT1G30460.2	C3H	Genome	TF
Arabidopsis thaliana	AT1G32360.1	C3H	Genome	TF
Arabidopsis thaliana	AT1G48195.1	C3H	Genome	TF
Arabidopsis thaliana	AT1G66810.1	C3H	Genome	TF
Arabidopsis thaliana	AT1G68200.1	C3H	Genome	TF
Arabidopsis thaliana	AT1G68200.2	C3H	Genome	TF
Arabidopsis thaliana	AT1G75340.1	C3H	Genome	TF
Arabidopsis thaliana	AT2G02160.1	C3H	Genome	TF
Arabidopsis thaliana	AT2G05160.1	C3H	Genome	TF
Arabidopsis thaliana	AT2G16470.1	C3H	Genome	TF
Arabidopsis thaliana	AT2G19810.1	C3H	Genome	TF
Arabidopsis thaliana	AT2G20280.1	C3H	Genome	TF
Arabidopsis thaliana	AT2G24830.1	C3H	Genome	TF
Arabidopsis thaliana	AT2G25900.1	C3H	Genome	TF
Arabidopsis thaliana	AT2G28450.1	C3H	Genome	TF
Arabidopsis thaliana	AT2G29580.1	C3H	Genome	TF
Arabidopsis thaliana	AT2G32930.1	C3H	Genome	TF
Arabidopsis thaliana	AT2G33835.1	C3H	Genome	TF
Arabidopsis thaliana	AT2G35430.1	C3H	Genome	TF
Arabidopsis thaliana	AT2G40140.1	C3H	Genome	TF
Arabidopsis thaliana	AT2G40140.2	C3H	Genome	TF
Arabidopsis thaliana	AT2G41900.1	C3H	Genome	TF
Arabidopsis thaliana	AT2G47680.1	C3H	Genome	TF
Arabidopsis thaliana	AT2G47850.1	C3H	Genome	TF
Arabidopsis thaliana	AT2G47850.2	C3H	Genome	TF
Arabidopsis thaliana	AT2G47850.3	C3H	Genome	TF
Arabidopsis thaliana	AT3G02830.1	C3H	Genome	TF
Arabidopsis thaliana	AT3G06410.1	C3H	Genome	TF
Arabidopsis thaliana	AT3G08505.1	C3H	Genome	TF
Arabidopsis thaliana	AT3G08505.2	C3H	Genome	TF
Arabidopsis thaliana	AT3G12130.1	C3H	Genome	TF
Arabidopsis thaliana	AT3G12680.1	C3H	Genome	TF
Arabidopsis thaliana	AT3G18640.1	C3H	Genome	TF
Arabidopsis thaliana	AT3G19360.1	C3H	Genome	TF
Arabidopsis thaliana	AT3G21810.1	C3H	Genome	TF
Arabidopsis thaliana	AT3G27700.1	C3H	Genome	TF
Arabidopsis thaliana	AT3G27700.2	C3H	Genome	TF
Arabidopsis thaliana	AT3G44785.1	C3H	Genome	TF
Arabidopsis thaliana	AT3G47120.1	C3H	Genome	TF
Arabidopsis thaliana	AT3G48440.1	C3H	Genome	TF
Arabidopsis thaliana	AT3G51120.1	C3H	Genome	TF
Arabidopsis thaliana	AT3G51950.1	C3H	Genome	TF
Arabidopsis thaliana	AT3G51950.2	C3H	Genome	TF
Arabidopsis thaliana	AT3G55980.1	C3H	Genome	TF
Arabidopsis thaliana	AT4G25440.1	C3H	Genome	TF
Arabidopsis thaliana	AT4G29190.1	C3H	Genome	TF
Arabidopsis thaliana	AT5G06420.1	C3H	Genome	TF
Arabidopsis thaliana	AT5G06420.2	C3H	Genome	TF
Arabidopsis thaliana	AT5G06770.1	C3H	Genome	TF
Arabidopsis thaliana	AT5G07060.1	C3H	Genome	TF
Arabidopsis thaliana	AT5G07500.1	C3H	Genome	TF
Arabidopsis thaliana	AT5G12440.1	C3H	Genome	TF
Arabidopsis thaliana	AT5G12850.1	C3H	Genome	TF
Arabidopsis thaliana	AT5G16540.1	C3H	Genome	TF
Arabidopsis thaliana	AT5G16540.2	C3H	Genome	TF
Arabidopsis thaliana	AT5G16540.3	C3H	Genome	TF
Arabidopsis thaliana	AT5G18550.1	C3H	Genome	TF
Arabidopsis thaliana	AT5G40880.1	C3H	Genome	TF
Arabidopsis thaliana	AT5G42820.1	C3H	Genome	TF
Arabidopsis thaliana	AT5G42820.2	C3H	Genome	TF
Arabidopsis thaliana	AT5G44260.1	C3H	Genome	TF
Arabidopsis thaliana	AT5G49200.1	C3H	Genome	TF
Arabidopsis thaliana	AT5G51980.1	C3H	Genome	TF
Arabidopsis thaliana	AT5G51980.2	C3H	Genome	TF
Arabidopsis thaliana	AT5G56900.1	C3H	Genome	TF
Arabidopsis thaliana	AT5G56900.2	C3H	Genome	TF
Arabidopsis thaliana	AT5G56930.1	C3H	Genome	TF
Arabidopsis thaliana	AT5G58620.1	C3H	Genome	TF
Arabidopsis thaliana	AT5G63260.1	C3H	Genome	TF
Arabidopsis thaliana	AT5G66270.1	C3H	Genome	TF
Arabidopsis thaliana	AT1G67310.1	CAMTA	Genome	TF
Arabidopsis thaliana	AT2G22300.1	CAMTA	Genome	TF
Arabidopsis thaliana	AT2G22300.2	CAMTA	Genome	TF
Arabidopsis thaliana	AT3G16940.1	CAMTA	Genome	TF
Arabidopsis thaliana	AT4G16150.1	CAMTA	Genome	TF
Arabidopsis thaliana	AT5G09410.1	CAMTA	Genome	TF
Arabidopsis thaliana	AT5G09410.2	CAMTA	Genome	TF
Arabidopsis thaliana	AT5G64220.1	CAMTA	Genome	TF
Arabidopsis thaliana	AT5G64220.2	CAMTA	Genome	TF
Arabidopsis thaliana	AT1G07980.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT1G08880.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT1G08970.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT1G08970.2	CCAAT	Genome	TF
Arabidopsis thaliana	AT1G08970.3	CCAAT	Genome	TF
Arabidopsis thaliana	AT1G08970.4	CCAAT	Genome	TF
Arabidopsis thaliana	AT1G09030.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT1G17590.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT1G17590.2	CCAAT	Genome	TF
Arabidopsis thaliana	AT1G17590.3	CCAAT	Genome	TF
Arabidopsis thaliana	AT1G21970.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT1G30500.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT1G30500.2	CCAAT	Genome	TF
Arabidopsis thaliana	AT1G51060.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT1G54160.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT1G54690.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT1G54830.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT1G54830.2	CCAAT	Genome	TF
Arabidopsis thaliana	AT1G54830.3	CCAAT	Genome	TF
Arabidopsis thaliana	AT1G56170.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT1G56170.2	CCAAT	Genome	TF
Arabidopsis thaliana	AT1G72830.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT1G72830.2	CCAAT	Genome	TF
Arabidopsis thaliana	AT1G72830.3	CCAAT	Genome	TF
Arabidopsis thaliana	AT2G13570.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT2G27470.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT2G34720.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT2G37060.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT2G37060.2	CCAAT	Genome	TF
Arabidopsis thaliana	AT2G37060.3	CCAAT	Genome	TF
Arabidopsis thaliana	AT2G38880.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT2G38880.2	CCAAT	Genome	TF
Arabidopsis thaliana	AT2G38880.3	CCAAT	Genome	TF
Arabidopsis thaliana	AT2G38880.4	CCAAT	Genome	TF
Arabidopsis thaliana	AT2G38880.5	CCAAT	Genome	TF
Arabidopsis thaliana	AT2G38880.6	CCAAT	Genome	TF
Arabidopsis thaliana	AT2G47810.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT3G05690.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT3G12480.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT3G14020.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT3G20670.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT3G20910.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT3G48590.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT3G53340.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT4G14540.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT4G27230.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT5G06510.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT5G06510.2	CCAAT	Genome	TF
Arabidopsis thaliana	AT5G06510.3	CCAAT	Genome	TF
Arabidopsis thaliana	AT5G08190.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT5G08190.2	CCAAT	Genome	TF
Arabidopsis thaliana	AT5G12840.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT5G12840.2	CCAAT	Genome	TF
Arabidopsis thaliana	AT5G12840.3	CCAAT	Genome	TF
Arabidopsis thaliana	AT5G12840.4	CCAAT	Genome	TF
Arabidopsis thaliana	AT5G19490.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT5G23090.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT5G23090.2	CCAAT	Genome	TF
Arabidopsis thaliana	AT5G23090.3	CCAAT	Genome	TF
Arabidopsis thaliana	AT5G23090.4	CCAAT	Genome	TF
Arabidopsis thaliana	AT5G27910.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT5G38140.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT5G43250.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT5G47640.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT5G47670.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT5G47670.2	CCAAT	Genome	TF
Arabidopsis thaliana	AT5G50470.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT5G50480.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT5G50490.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT5G54640.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT5G63470.1	CCAAT	Genome	TF
Arabidopsis thaliana	AT5G63470.2	CCAAT	Genome	TF
Arabidopsis thaliana	AT2G20110.1	CPP	Genome	TF
Arabidopsis thaliana	AT2G20110.2	CPP	Genome	TF
Arabidopsis thaliana	AT3G04850.1	CPP	Genome	TF
Arabidopsis thaliana	AT3G16160.1	CPP	Genome	TF
Arabidopsis thaliana	AT3G22760.1	CPP	Genome	TF
Arabidopsis thaliana	AT3G22780.1	CPP	Genome	TF
Arabidopsis thaliana	AT4G14770.1	CPP	Genome	TF
Arabidopsis thaliana	AT4G29000.1	CPP	Genome	TF
Arabidopsis thaliana	AT5G25790.1	CPP	Genome	TF
Arabidopsis thaliana	AT2G17870.1	CSD	Genome	TF
Arabidopsis thaliana	AT2G21060.1	CSD	Genome	TF
Arabidopsis thaliana	AT4G36020.1	CSD	Genome	TF
Arabidopsis thaliana	AT4G38680.1	CSD	Genome	TF
Arabidopsis thaliana	AT1G48040.1	DBP	Genome	TF
Arabidopsis thaliana	AT2G25620.1	DBP	Genome	TF
Arabidopsis thaliana	AT3G51470.1	DBP	Genome	TF
Arabidopsis thaliana	AT3G62260.1	DBP	Genome	TF
Arabidopsis thaliana	AT3G62260.2	DBP	Genome	TF
Arabidopsis thaliana	AT1G47870.1	E2F-DP	Genome	TF
Arabidopsis thaliana	AT2G36010.1	E2F-DP	Genome	TF
Arabidopsis thaliana	AT2G36010.2	E2F-DP	Genome	TF
Arabidopsis thaliana	AT2G36010.3	E2F-DP	Genome	TF
Arabidopsis thaliana	AT3G01330.1	E2F-DP	Genome	TF
Arabidopsis thaliana	AT3G48160.1	E2F-DP	Genome	TF
Arabidopsis thaliana	AT3G48160.2	E2F-DP	Genome	TF
Arabidopsis thaliana	AT5G02470.1	E2F-DP	Genome	TF
Arabidopsis thaliana	AT5G02470.2	E2F-DP	Genome	TF
Arabidopsis thaliana	AT5G02470.3	E2F-DP	Genome	TF
Arabidopsis thaliana	AT5G03415.1	E2F-DP	Genome	TF
Arabidopsis thaliana	AT5G14960.1	E2F-DP	Genome	TF
Arabidopsis thaliana	AT5G22220.2	E2F-DP	Genome	TF
Arabidopsis thaliana	AT5G22220.3	E2F-DP	Genome	TF
Arabidopsis thaliana	AT1G73730.1	EIL	Genome	TF
Arabidopsis thaliana	AT2G27050.1	EIL	Genome	TF
Arabidopsis thaliana	AT3G20770.1	EIL	Genome	TF
Arabidopsis thaliana	AT5G10120.1	EIL	Genome	TF
Arabidopsis thaliana	AT5G21120.1	EIL	Genome	TF
Arabidopsis thaliana	AT5G65100.1	EIL	Genome	TF
Arabidopsis thaliana	AT1G10240.1	FAR1	Genome	TF
Arabidopsis thaliana	AT1G52520.1	FAR1	Genome	TF
Arabidopsis thaliana	AT1G76320.1	FAR1	Genome	TF
Arabidopsis thaliana	AT1G76320.2	FAR1	Genome	TF
Arabidopsis thaliana	AT1G80010.1	FAR1	Genome	TF
Arabidopsis thaliana	AT2G27110.1	FAR1	Genome	TF
Arabidopsis thaliana	AT2G27110.2	FAR1	Genome	TF
Arabidopsis thaliana	AT2G32250.1	FAR1	Genome	TF
Arabidopsis thaliana	AT2G32250.2	FAR1	Genome	TF
Arabidopsis thaliana	AT2G32250.3	FAR1	Genome	TF
Arabidopsis thaliana	AT2G32250.4	FAR1	Genome	TF
Arabidopsis thaliana	AT2G43280.1	FAR1	Genome	TF
Arabidopsis thaliana	AT3G06250.1	FAR1	Genome	TF
Arabidopsis thaliana	AT3G07500.1	FAR1	Genome	TF
Arabidopsis thaliana	AT3G22170.1	FAR1	Genome	TF
Arabidopsis thaliana	AT3G22170.2	FAR1	Genome	TF
Arabidopsis thaliana	AT3G59470.1	FAR1	Genome	TF
Arabidopsis thaliana	AT4G12850.1	FAR1	Genome	TF
Arabidopsis thaliana	AT4G12850.2	FAR1	Genome	TF
Arabidopsis thaliana	AT4G15090.1	FAR1	Genome	TF
Arabidopsis thaliana	AT4G19990.1	FAR1	Genome	TF
Arabidopsis thaliana	AT4G38180.1	FAR1	Genome	TF
Arabidopsis thaliana	AT5G18960.1	FAR1	Genome	TF
Arabidopsis thaliana	AT5G28530.1	FAR1	Genome	TF
Arabidopsis thaliana	AT1G34355.1	FHA	Genome	TF
Arabidopsis thaliana	AT1G60700.1	FHA	Genome	TF
Arabidopsis thaliana	AT1G75530.1	FHA	Genome	TF
Arabidopsis thaliana	AT2G21530.1	FHA	Genome	TF
Arabidopsis thaliana	AT2G45460.1	FHA	Genome	TF
Arabidopsis thaliana	AT3G02400.1	FHA	Genome	TF
Arabidopsis thaliana	AT3G02680.1	FHA	Genome	TF
Arabidopsis thaliana	AT3G07220.1	FHA	Genome	TF
Arabidopsis thaliana	AT3G07260.1	FHA	Genome	TF
Arabidopsis thaliana	AT3G20550.1	FHA	Genome	TF
Arabidopsis thaliana	AT3G54350.1	FHA	Genome	TF
Arabidopsis thaliana	AT3G54350.2	FHA	Genome	TF
Arabidopsis thaliana	AT3G54350.3	FHA	Genome	TF
Arabidopsis thaliana	AT4G14490.1	FHA	Genome	TF
Arabidopsis thaliana	AT5G07400.1	FHA	Genome	TF
Arabidopsis thaliana	AT5G19280.1	FHA	Genome	TF
Arabidopsis thaliana	AT5G38840.1	FHA	Genome	TF
Arabidopsis thaliana	AT5G47790.1	FHA	Genome	TF
Arabidopsis thaliana	AT5G67030.1	FHA	Genome	TF
Arabidopsis thaliana	AT1G13300.1	G2-like	Genome	TF
Arabidopsis thaliana	AT1G14600.1	G2-like	Genome	TF
Arabidopsis thaliana	AT1G25550.1	G2-like	Genome	TF
Arabidopsis thaliana	AT1G32240.1	G2-like	Genome	TF
Arabidopsis thaliana	AT1G49560.1	G2-like	Genome	TF
Arabidopsis thaliana	AT1G68670.1	G2-like	Genome	TF
Arabidopsis thaliana	AT1G69580.1	G2-like	Genome	TF
Arabidopsis thaliana	AT1G69580.2	G2-like	Genome	TF
Arabidopsis thaliana	AT1G79430.2	G2-like	Genome	TF
Arabidopsis thaliana	AT2G01060.1	G2-like	Genome	TF
Arabidopsis thaliana	AT2G02060.1	G2-like	Genome	TF
Arabidopsis thaliana	AT2G03500.1	G2-like	Genome	TF
Arabidopsis thaliana	AT2G06020.1	G2-like	Genome	TF
Arabidopsis thaliana	AT2G20400.1	G2-like	Genome	TF
Arabidopsis thaliana	AT2G20570.1	G2-like	Genome	TF
Arabidopsis thaliana	AT2G38300.1	G2-like	Genome	TF
Arabidopsis thaliana	AT2G40260.1	G2-like	Genome	TF
Arabidopsis thaliana	AT2G40970.1	G2-like	Genome	TF
Arabidopsis thaliana	AT2G42660.1	G2-like	Genome	TF
Arabidopsis thaliana	AT3G04030.1	G2-like	Genome	TF
Arabidopsis thaliana	AT3G04030.2	G2-like	Genome	TF
Arabidopsis thaliana	AT3G04030.3	G2-like	Genome	TF
Arabidopsis thaliana	AT3G04450.1	G2-like	Genome	TF
Arabidopsis thaliana	AT3G10760.1	G2-like	Genome	TF
Arabidopsis thaliana	AT3G12730.1	G2-like	Genome	TF
Arabidopsis thaliana	AT3G13040.1	G2-like	Genome	TF
Arabidopsis thaliana	AT3G13040.2	G2-like	Genome	TF
Arabidopsis thaliana	AT3G24120.1	G2-like	Genome	TF
Arabidopsis thaliana	AT3G24120.2	G2-like	Genome	TF
Arabidopsis thaliana	AT3G25790.1	G2-like	Genome	TF
Arabidopsis thaliana	AT3G46640.1	G2-like	Genome	TF
Arabidopsis thaliana	AT3G46640.2	G2-like	Genome	TF
Arabidopsis thaliana	AT4G04580.1	G2-like	Genome	TF
Arabidopsis thaliana	AT4G13640.1	G2-like	Genome	TF
Arabidopsis thaliana	AT4G13640.2	G2-like	Genome	TF
Arabidopsis thaliana	AT4G17695.1	G2-like	Genome	TF
Arabidopsis thaliana	AT4G28610.1	G2-like	Genome	TF
Arabidopsis thaliana	AT4G37180.1	G2-like	Genome	TF
Arabidopsis thaliana	AT4G37180.2	G2-like	Genome	TF
Arabidopsis thaliana	AT5G05090.1	G2-like	Genome	TF
Arabidopsis thaliana	AT5G06800.1	G2-like	Genome	TF
Arabidopsis thaliana	AT5G16560.1	G2-like	Genome	TF
Arabidopsis thaliana	AT5G18240.1	G2-like	Genome	TF
Arabidopsis thaliana	AT5G18240.2	G2-like	Genome	TF
Arabidopsis thaliana	AT5G18240.3	G2-like	Genome	TF
Arabidopsis thaliana	AT5G18240.4	G2-like	Genome	TF
Arabidopsis thaliana	AT5G18240.5	G2-like	Genome	TF
Arabidopsis thaliana	AT5G29000.1	G2-like	Genome	TF
Arabidopsis thaliana	AT5G29000.2	G2-like	Genome	TF
Arabidopsis thaliana	AT5G29000.3	G2-like	Genome	TF
Arabidopsis thaliana	AT5G29000.4	G2-like	Genome	TF
Arabidopsis thaliana	AT5G42630.1	G2-like	Genome	TF
Arabidopsis thaliana	AT5G42630.2	G2-like	Genome	TF
Arabidopsis thaliana	AT5G44190.1	G2-like	Genome	TF
Arabidopsis thaliana	AT5G45580.1	G2-like	Genome	TF
Arabidopsis thaliana	AT5G59570.1	G2-like	Genome	TF
Arabidopsis thaliana	AT1G11510.1	GeBP	Genome	TF
Arabidopsis thaliana	AT1G44810.1	GeBP	Genome	TF
Arabidopsis thaliana	AT1G55950.1	GeBP	Genome	TF
Arabidopsis thaliana	AT1G61730.1	GeBP	Genome	TF
Arabidopsis thaliana	AT1G66420.1	GeBP	Genome	TF
Arabidopsis thaliana	AT2G01370.1	GeBP	Genome	TF
Arabidopsis thaliana	AT2G25650.1	GeBP	Genome	TF
Arabidopsis thaliana	AT2G36340.1	GeBP	Genome	TF
Arabidopsis thaliana	AT3G04930.1	GeBP	Genome	TF
Arabidopsis thaliana	AT4G00130.1	GeBP	Genome	TF
Arabidopsis thaliana	AT4G00232.1	GeBP	Genome	TF
Arabidopsis thaliana	AT4G00238.1	GeBP	Genome	TF
Arabidopsis thaliana	AT4G00250.1	GeBP	Genome	TF
Arabidopsis thaliana	AT4G00270.1	GeBP	Genome	TF
Arabidopsis thaliana	AT4G00390.1	GeBP	Genome	TF
Arabidopsis thaliana	AT4G00610.1	GeBP	Genome	TF
Arabidopsis thaliana	AT4G01260.1	GeBP	Genome	TF
Arabidopsis thaliana	AT4G25210.1	GeBP	Genome	TF
Arabidopsis thaliana	AT5G14280.1	GeBP	Genome	TF
Arabidopsis thaliana	AT5G28040.1	GeBP	Genome	TF
Arabidopsis thaliana	AT1G07520.1	GRAS	Genome	TF
Arabidopsis thaliana	AT1G07530.1	GRAS	Genome	TF
Arabidopsis thaliana	AT1G14920.1	GRAS	Genome	TF
Arabidopsis thaliana	AT1G21450.1	GRAS	Genome	TF
Arabidopsis thaliana	AT1G50420.1	GRAS	Genome	TF
Arabidopsis thaliana	AT1G50600.1	GRAS	Genome	TF
Arabidopsis thaliana	AT1G55580.1	GRAS	Genome	TF
Arabidopsis thaliana	AT1G63100.1	GRAS	Genome	TF
Arabidopsis thaliana	AT1G66350.1	GRAS	Genome	TF
Arabidopsis thaliana	AT2G01570.1	GRAS	Genome	TF
Arabidopsis thaliana	AT2G04890.1	GRAS	Genome	TF
Arabidopsis thaliana	AT2G29060.1	GRAS	Genome	TF
Arabidopsis thaliana	AT2G37650.1	GRAS	Genome	TF
Arabidopsis thaliana	AT2G45160.1	GRAS	Genome	TF
Arabidopsis thaliana	AT3G03450.1	GRAS	Genome	TF
Arabidopsis thaliana	AT3G13840.1	GRAS	Genome	TF
Arabidopsis thaliana	AT3G46600.1	GRAS	Genome	TF
Arabidopsis thaliana	AT3G46600.2	GRAS	Genome	TF
Arabidopsis thaliana	AT3G46600.3	GRAS	Genome	TF
Arabidopsis thaliana	AT3G49950.1	GRAS	Genome	TF
Arabidopsis thaliana	AT3G50650.1	GRAS	Genome	TF
Arabidopsis thaliana	AT3G54220.1	GRAS	Genome	TF
Arabidopsis thaliana	AT3G60630.1	GRAS	Genome	TF
Arabidopsis thaliana	AT4G00150.1	GRAS	Genome	TF
Arabidopsis thaliana	AT4G08250.1	GRAS	Genome	TF
Arabidopsis thaliana	AT4G17230.1	GRAS	Genome	TF
Arabidopsis thaliana	AT4G36710.1	GRAS	Genome	TF
Arabidopsis thaliana	AT4G37650.1	GRAS	Genome	TF
Arabidopsis thaliana	AT5G17490.1	GRAS	Genome	TF
Arabidopsis thaliana	AT5G41920.1	GRAS	Genome	TF
Arabidopsis thaliana	AT5G48150.1	GRAS	Genome	TF
Arabidopsis thaliana	AT5G48150.2	GRAS	Genome	TF
Arabidopsis thaliana	AT5G52510.1	GRAS	Genome	TF
Arabidopsis thaliana	AT5G59450.1	GRAS	Genome	TF
Arabidopsis thaliana	AT5G66770.1	GRAS	Genome	TF
Arabidopsis thaliana	AT5G67411.1	GRAS	Genome	TF
Arabidopsis thaliana	AT2G06200.1	GRF	Genome	TF
Arabidopsis thaliana	AT2G22840.1	GRF	Genome	TF
Arabidopsis thaliana	AT2G36400.1	GRF	Genome	TF
Arabidopsis thaliana	AT2G45480.1	GRF	Genome	TF
Arabidopsis thaliana	AT3G13960.1	GRF	Genome	TF
Arabidopsis thaliana	AT3G52910.1	GRF	Genome	TF
Arabidopsis thaliana	AT4G24150.1	GRF	Genome	TF
Arabidopsis thaliana	AT4G37740.1	GRF	Genome	TF
Arabidopsis thaliana	AT5G53660.1	GRF	Genome	TF
Arabidopsis thaliana	AT1G05230.1	HB	Genome	TF
Arabidopsis thaliana	AT1G05230.2	HB	Genome	TF
Arabidopsis thaliana	AT1G05230.3	HB	Genome	TF
Arabidopsis thaliana	AT1G17920.1	HB	Genome	TF
Arabidopsis thaliana	AT1G19700.1	HB	Genome	TF
Arabidopsis thaliana	AT1G20700.1	HB	Genome	TF
Arabidopsis thaliana	AT1G20710.1	HB	Genome	TF
Arabidopsis thaliana	AT1G23380.1	HB	Genome	TF
Arabidopsis thaliana	AT1G23380.2	HB	Genome	TF
Arabidopsis thaliana	AT1G26960.1	HB	Genome	TF
Arabidopsis thaliana	AT1G27050.1	HB	Genome	TF
Arabidopsis thaliana	AT1G28420.1	HB	Genome	TF
Arabidopsis thaliana	AT1G30490.1	HB	Genome	TF
Arabidopsis thaliana	AT1G34650.1	HB	Genome	TF
Arabidopsis thaliana	AT1G46480.1	HB	Genome	TF
Arabidopsis thaliana	AT1G52150.1	HB	Genome	TF
Arabidopsis thaliana	AT1G52150.2	HB	Genome	TF
Arabidopsis thaliana	AT1G52150.3	HB	Genome	TF
Arabidopsis thaliana	AT1G62360.1	HB	Genome	TF
Arabidopsis thaliana	AT1G62990.1	HB	Genome	TF
Arabidopsis thaliana	AT1G69780.1	HB	Genome	TF
Arabidopsis thaliana	AT1G70510.1	HB	Genome	TF
Arabidopsis thaliana	AT1G70920.1	HB	Genome	TF
Arabidopsis thaliana	AT1G73360.1	HB	Genome	TF
Arabidopsis thaliana	AT1G75410.1	HB	Genome	TF
Arabidopsis thaliana	AT1G75410.2	HB	Genome	TF
Arabidopsis thaliana	AT1G75430.1	HB	Genome	TF
Arabidopsis thaliana	AT1G79840.1	HB	Genome	TF
Arabidopsis thaliana	AT2G01430.1	HB	Genome	TF
Arabidopsis thaliana	AT2G01500.1	HB	Genome	TF
Arabidopsis thaliana	AT2G16400.1	HB	Genome	TF
Arabidopsis thaliana	AT2G17950.1	HB	Genome	TF
Arabidopsis thaliana	AT2G18550.1	HB	Genome	TF
Arabidopsis thaliana	AT2G22430.1	HB	Genome	TF
Arabidopsis thaliana	AT2G22800.1	HB	Genome	TF
Arabidopsis thaliana	AT2G23760.1	HB	Genome	TF
Arabidopsis thaliana	AT2G23760.2	HB	Genome	TF
Arabidopsis thaliana	AT2G23760.3	HB	Genome	TF
Arabidopsis thaliana	AT2G27220.1	HB	Genome	TF
Arabidopsis thaliana	AT2G27990.1	HB	Genome	TF
Arabidopsis thaliana	AT2G28610.1	HB	Genome	TF
Arabidopsis thaliana	AT2G32370.1	HB	Genome	TF
Arabidopsis thaliana	AT2G33880.1	HB	Genome	TF
Arabidopsis thaliana	AT2G34710.1	HB	Genome	TF
Arabidopsis thaliana	AT2G35940.1	HB	Genome	TF
Arabidopsis thaliana	AT2G35940.2	HB	Genome	TF
Arabidopsis thaliana	AT2G35940.3	HB	Genome	TF
Arabidopsis thaliana	AT2G36610.1	HB	Genome	TF
Arabidopsis thaliana	AT2G44910.1	HB	Genome	TF
Arabidopsis thaliana	AT2G46680.1	HB	Genome	TF
Arabidopsis thaliana	AT2G46680.2	HB	Genome	TF
Arabidopsis thaliana	AT3G01220.1	HB	Genome	TF
Arabidopsis thaliana	AT3G01470.1	HB	Genome	TF
Arabidopsis thaliana	AT3G03260.1	HB	Genome	TF
Arabidopsis thaliana	AT3G03660.1	HB	Genome	TF
Arabidopsis thaliana	AT3G03660.2	HB	Genome	TF
Arabidopsis thaliana	AT3G11260.1	HB	Genome	TF
Arabidopsis thaliana	AT3G18010.1	HB	Genome	TF
Arabidopsis thaliana	AT3G19510.1	HB	Genome	TF
Arabidopsis thaliana	AT3G60390.1	HB	Genome	TF
Arabidopsis thaliana	AT3G61150.1	HB	Genome	TF
Arabidopsis thaliana	AT3G61890.1	HB	Genome	TF
Arabidopsis thaliana	AT4G00730.1	HB	Genome	TF
Arabidopsis thaliana	AT4G00730.2	HB	Genome	TF
Arabidopsis thaliana	AT4G02560.1	HB	Genome	TF
Arabidopsis thaliana	AT4G03250.1	HB	Genome	TF
Arabidopsis thaliana	AT4G04890.1	HB	Genome	TF
Arabidopsis thaliana	AT4G08150.1	HB	Genome	TF
Arabidopsis thaliana	AT4G16780.1	HB	Genome	TF
Arabidopsis thaliana	AT4G17460.1	HB	Genome	TF
Arabidopsis thaliana	AT4G17710.1	HB	Genome	TF
Arabidopsis thaliana	AT4G21750.1	HB	Genome	TF
